sku,filename,caseW,bboxH,cxRatio,cyRatio,canvas,color_mode,extra_chunks,pass_technical_geometry,dial_graft,registration_inliers,source_sha256,final_sha256,visual_review,visual_notes,repair_method,metric_warnings
WL14,WL14.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,206,3bc2c7ea6e4101f7f2d5d0bfa2b12b8164280d7f07ee25d9e472a0628f33ffe1,82e42fe50aa06c4815b09e821b01451b4a48ae273bb8c33027fabaffce9164a6,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW715,WW715.png,0.780273,0.852865,0.500000,0.500000,1024x1536,RGBA,,True,applied,62,26111b19085bda3ccb94df9bb0049d7b66eb74fcf33a2b3a1c9a7b8b5cade936,5eb35b07897471e5db3dec185712032d90f5851b8c60565b67f90c102faf6054,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW69,WW69.png,0.780273,0.907552,0.500000,0.500000,1024x1536,RGBA,,True,applied,164,1e2dc07b63eb4bf48942fa06ac135b74adf0f3d4f9b596d4423f5fd441033cfe,4dc334dc4639ae487558db8056a7e9f677719be7bdc1f9b2ed808bce7322eabf,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW720,WW720.png,0.780273,0.872396,0.500000,0.500000,1024x1536,RGBA,,True,applied,181,6d897659a77bbb4fa41455b75144b93faf726640fc124a7145812b5f83b3b0c3,223023136e62dc769a2e2b2e6b5e37107388dc33cf211635ce1f80f51b3aa235,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW719,WW719.png,0.780273,0.858724,0.500000,0.500326,1024x1536,RGBA,,True,applied,151,b34fce77f700e589f30194714ffcaea495e8b827f1f263287802c872fbf66371,2b8c282f4fc6e493994ef4a90578a9efa4864a42431425a15a8388e222a04e43,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW595,WW595.png,0.779297,0.899740,0.500488,0.500000,1024x1536,RGBA,,True,applied,416,ac17dafcca289850cc3aecabdff16994bcb5ebd54bddd319cc02179733101abf,a070ed80f7fd1220b1816a5e1bfe4f87aa6407fbe6a0bffb9b15714e5419ef91,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW67,WW67.png,0.780273,0.893229,0.500488,0.500000,1024x1536,RGBA,,True,applied,189,0da3f69c9cc5cc077b0a88bb3afdcd00137834205da108c7e0019635f2563284,ec4bd6d4be07cd12494ede17b3d673e03f4ddea5f040b58cd4038ec096f8d250,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1247,W1247.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,244,21155ab4d0f603f7af8606d8e74558c62fac67776b5160e4309931d35d33d6dd,80b470cd655ee4fe0a919f99946c0710ac75b639ae5dd6359d94891be48a3b05,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW824,WW824.png,0.780273,0.895182,0.500488,0.499674,1024x1536,RGBA,,True,applied,159,5cca370936d2c98084e0df4937b3aee87ee60a71c37155d15e4645ebedd2e0e3,c45825c418d40db0fc7b09833fb2f2c25790d78364466085c7051965af121f50,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW416,WW416.png,0.780273,0.899089,0.499512,0.500326,1024x1536,RGBA,,True,applied,382,040d68cae600f272572eaeebe4c0d40dfea7efca2bac811b64814d3412917fa1,efeef22194c14ecaf4e782d75d2c588149ac82dc78fc5bcc6ab99d9b9a3373e5,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W118,W118.png,0.781250,0.884115,0.500000,0.500000,1024x1536,RGBA,,True,applied,52,8a2a19ba80040a80deebb90ce3f6d45de570f5de6ad6fc26723780106f05558c,f3785560d4d51ab2331d1f54fe1c910036238cdbddc9c3bbdee80cc4633fcb6d,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W111,W111.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,38,d07463785bb1bd76245f283ad67847e43d2d6ea46839e4461fd9a671f94ffced,9a181c382fa59c6b4f148bc34db11516cd875f021e6db639700d9c01605e13d0,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1102,W1102.png,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,True,applied,294,c82593a3ecdab93b8a3b03fb4c94ba4229e470b35351be9deaf0bc2b461a45df,d25f41350962921dca43ef805b1349fa7b9924e2b08e1888693519ed23dc4a01,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL7,WL7.png,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,154,51d8a80294664f359e30b087b17da796fc22f2473af293154b030ddf4cb28841,eedddeab484347c5c68532d8ee93fe6b6ce18a23b9fd6959ade0fd5bc78317c4,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1240,W1240.png,0.780273,0.821615,0.499512,0.500000,1024x1536,RGBA,,True,skipped-after-visual-retry,,40c0537cb535d4f3f57f7dda69c14cf44bf9c89e93e8ce6fd8281fde7a6524af,f530f422ecc839c13969681614ee94c0b347067c2e433dad50f6d49e4fa67e5d,PASS,"Full-resolution targeted retry accepted on black: corrected visible hardware, strap tail, protective film, or product identity using the exact SKU reference; source-dial graft deliberately skipped to avoid reintroducing the defect.",higgsfield-targeted-visual-retry,bboxH-low
W1223,W1223.png,0.780273,0.882161,0.500488,0.499674,1024x1536,RGBA,,True,applied,251,347bbd40bb9c7147667d68522b87b2d04c20f64dd2135164dba705fa9eac9b45,6c0ae0bc52d26b89344c026f8e8306ff56a7fb4f363d3f67993f50dc41b052a3,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW231,WW231.png,0.780273,0.889974,0.499512,0.500326,1024x1536,RGBA,,True,applied,342,6c8bd590587ce7e575285a6c3d56f5e709e4d0e48c74ce3df8566f491b747355,95a9eb7112a04e03c6544eaed2b7f05c5e0e041b908b31b2d734a40cad8a09dc,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW404,WW404.png,0.780273,0.874349,0.500488,0.499674,1024x1536,RGBA,,True,applied,270,401b99f4fc528552eab67381fbdab80741f84d0b432434b8cfb9d7a84863caad,25d09b342f1f1a2eff117015d9c27b602538da6697eea0113db87b3db9a3aa64,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1252,W1252.png,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,True,applied,44,034550ac83b248ee06501d6d224774b67005f625a0fa955355de96811965ad7a,369818d426b7e08a751bfa8e36eaa3080b08c49c9adf84de22cf0a16ba1bea9f,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW278,WW278.png,0.779297,0.879557,0.500000,0.500326,1024x1536,RGBA,,True,applied,349,390fbb2367773a0339a0fd349b17e97ab2ab1a9b5f149a84dd5ad80ad7d58936,00f3d1d49a4690e9d3b662ac39b3e29bc6b3d34e80ce9aac36ebec7b95534212,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WWN215.92.46.21.01.001,WWN215.92.46.21.01.001.png,0.780273,0.850911,0.500488,0.499674,1024x1536,RGBA,,True,skipped-after-visual-retry,,a0d82b1d4e8e71293c5b2d6edcaebb41ea7698572ede75359b3595e47b73a817,0316ac60b3b2d59b75d3966dd7c865e8541f686c457361b88e434f6b87a15861,PASS,"Full-resolution targeted retry accepted on black: corrected visible hardware, strap tail, protective film, or product identity using the exact SKU reference; source-dial graft deliberately skipped to avoid reintroducing the defect.",higgsfield-targeted-visual-retry,
W1131,W1131.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,374,e75aaf5ffabcba20f09c48b985b7404cbcaea59ca0d39c669a5b072dc48d546f,edb31d02e434d5889055df4e512bfab1ee79045684c1b27ecaeebc92714cca11,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW70,WW70.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,109,48434f5b274ed7a73ddaf86bcb4a06513fbc4b3bbf66dd6d14bfb5fae4b47371,0089422c41cfb85619f2d7ffc9b1cb0689468ea2e6b85d983dd781ad80ba571e,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1199,W1199.png,0.780273,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,388,eddcdeede70b5046c5fd13554111cbf4ce9db3a61ed098170f1c5ba49af579a9,8a47666f2ff1f42b6b57ca8d9655ee8a7924a25ebb729a8c06d271b6a820218f,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1243,W1243.png,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,True,applied,29,42a113d83fd3fc2e31db9155612a48d9b50ecaee478ece7532c5af0b0cf403d4,ef595afc61e734e894f7a47309c78cc23b37e89be0c5f505efeba18c26fdad8b,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W136,W136.png,0.781250,0.900391,0.500000,0.499674,1024x1536,RGBA,,True,applied,292,83660c768ec18e0a0576078d0d2ab4cd17163e66ec3b40541b2579513b19b9db,2841e54863fdff00d286ff9ea8858db7481bf61c012fa1d461c63b0de4e77c96,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1206,W1206.png,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,True,applied,145,244e9df86095cb00c1243df729b3f736987a28d590bb8d6504695a9e90f3a6bf,888b1948b99e61de7d7ee4e6bd288ccaa26f02c4fecffa8c462bd75326f3d01f,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW374,WW374.png,0.780273,0.876302,0.500488,0.500000,1024x1536,RGBA,,True,applied,83,72078f66598d80e69ad3f1cd5639ede06012054d0ea50ee32b52cfef70b71ac3,c2705d042f6eed50b37b253e81f81cb954dcfe1da892dfd4ef70334ad502455d,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL1,WL1.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,146,bd04a868196ef72d7f37c39f3371024ed2c29a190b53d3b5221e8b5a54802b85,cb7557b1e1ccd86240ccd8055ee30476e3f825fb1a34b8c8801e8874c3d9cfa0,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W159,W159.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,461,96c60ace46452c5670ba2c2cce71792ba6d16849d73f2c36f8fa888a585ee759,3a103e4dc71aeee37e2ee897cad3d754a6e2dc0e371b5937f9c0fc0117f2eaf5,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W128,W128.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,80,1376b82449186e60f877f67a6b74f967c5647684025fab64b7287ba139feec3c,5cf5a8a2247392811355142accfdfe547698cfe47302be05ec5789ea80632bf2,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WWNTB0134101M1X1,WWNTB0134101M1X1.png,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,True,applied,428,df0f5bacb7c2bf6e57e4d45d12fb538c7f8ec83eedf9c0c31fb07144361bc22b,d2c27901ee889a609043ab34e3ab807376fd66f4acef0f0bd5ad1b8f3a8bd969,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL11,WL11.png,0.781250,0.856120,0.500000,0.499674,1024x1536,RGBA,,True,applied,160,c2b5d9ea96943260e7a54589578a0e4318bb38fa4cf495ecb45cf1965772310c,be3f967c300075b61f9827aceae3334af2a37e64891ae76b3350b3e7f91e48c8,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1204,W1204.png,0.779297,0.898438,0.500000,0.500000,1024x1536,RGBA,,True,applied,324,c4d86599aecff708d00ec38b965235427051429aa69f8ffb0e14c4ec193e27e9,853d2a54b5148e6625ffbd058bb0449bffc76f65b7a0cab353232a2635d5039c,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1178,W1178.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,183,c774f52f3c409046cd3acb825372cd54b9ce4fffd75347d7839d66644fb9a87d,d747e64757a796e0831a319bd40d6de6483ed015b13bfaced518f103747698d4,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW574,WW574.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,71,ec6280d9531cb0da47ceece73bc049dcc36ec07801cdb902d90c39cfe91a09dd,a5844164df6dc2b55cb15fff83588f512390d8ea92a3765d3da02847bfaad470,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1180,W1180.png,0.780273,0.905599,0.499512,0.499674,1024x1536,RGBA,,True,applied,239,9a7519053076a45cf51e2e935dee4a9e74c8097c909af1f06c8523dcba6bca7a,0381e4531ab8ac3c9e87fb5f42ec9390d686a92222aa794a196bd20dbcdd925b,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL8,WL8.png,0.781250,0.856771,0.500000,0.500000,1024x1536,RGBA,,True,applied,50,dd939c352cf3d293e8b0d46c4f37aa80756243deea34f5b724f9e831a5060f1d,e1e87a7b24e86f2eb537f4be095b4615feb48731c7abe138b2435de0db524ca9,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1203,W1203.png,0.780273,0.885417,0.500488,0.500000,1024x1536,RGBA,,True,applied,287,e9a84320957fa8f08534c47e6e2c8bfe78ef01b1738c31d2cd93b77bf67bf43d,1f545b4f8e150ab49693946629cd9bcd321c365e533acb58cc45fecbaa923316,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL10,WL10.png,0.779297,0.851562,0.500000,0.500000,1024x1536,RGBA,,True,applied,110,5c9425f842a40a83f1ca3117640fcae0feb42b2c784b1bafd11e4a8b75879f3d,791cce4dbdde1d03f8bbd2651784606e558de45c3beb1c572b877220eb884b53,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1163,W1163.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,264,a3e44d58942225df53dbae3e9bff95fe329522ef057ce92ece1a4ad8898a52c0,a78daa705ad60607caa370fe5431e57be0c83a081f518284b53b660fa7e0da91,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW825,WW825.png,0.780273,0.870443,0.499512,0.500326,1024x1536,RGBA,,True,applied,114,166a9819b28f80581b75b46bf55aeb3ed390bc07accbf730d9a8bc9c69d2d7f6,63bee2adc2997f737da80d0dd66f342ca9faaa4c2ad573cc5d05d4a3cf8a93ff,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1164,W1164.png,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,True,applied,344,b3b374002f24212370e555e721cb0fbb2b9a1056382ac848412c648c927fdff7,ecd94d9e5c9dea74b0992938ef2189f12d164a118691e4868c8dbf4aec9ace91,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1150,W1150.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,230,bc5a7bfde3e0b56abe58e69203943f8d49f2b69818faf691add9dc1432058bcd,b3e2d7c20031fb5fc39562d5a0f09392d5deec6d1d784c1901603cf366711980,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1167,W1167.png,0.779297,0.878906,0.500000,0.500000,1024x1536,RGBA,,True,applied,183,a4b1308137cce2f7824e1dd37e41d76584a0e764c600b1c02a60a8896378a083,91c6cbb71fc46bae7e72e6e934d68508b0ba833e92e5006bd1803c2748fce543,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW71,WW71.png,0.779297,0.905599,0.500488,0.500326,1024x1536,RGBA,,True,applied,207,bc1b885bd6e275dfe23fdd3497de2e58b776979c9c9287bdbb86a6c86c2333b1,ef6cbd1585b52cb0c265e90113d913e43aba405d6eb7eb45a8c48221005023e8,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1237,W1237.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,26,27c3f19ab0fa27fe07de8c5bf53885ea6a6889a33348d99d29dcaa710a875eef,a293ed1ce9651d4b41afc1f7c6e4cb68c7c70b1792af948926de6b7fed1e876d,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W268,W268.png,0.780273,0.868490,0.500488,0.500000,1024x1536,RGBA,,True,applied,251,18936358bc40bf1390eb10b608eda0094416a9100270b0f9b5e7753315be0ad8,a372940125f050c4e06a08995c116f9e906332ad269b8e37299dd90aa041f40f,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1162,W1162.png,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,389,ed42cb673f003cada8a1d5bc8ff6e6aaef35aa0f688497ddbc37e912604bd2aa,19f36732d72b7c92a9097711df3514ec7abda57ad7957b50af84127cccaabbe2,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW917,WW917.png,0.780273,0.906250,0.500000,0.500000,1024x1536,RGBA,,True,applied,168,014e16c17c881560cff9c43f2686d2d973ea2f285abfb3265f7740f93f803ccc,c91d5c06d84d45faf48fa265114bdb0218e200bff9b2d72216eacce5b66ea881,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W10,W10.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,265,ed929a2de6e23de0431543861699ddaf81711f5a5a26fafc67a428afecef1ba5,d8d4a7e3dca58c473540b9678c3a68b5bb9d6a1a59e862d3dda43c85c6715015,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W130,W130.png,0.780273,0.873047,0.499512,0.499674,1024x1536,RGBA,,True,applied,67,22e35386fb36436aab28d9ceccbea17098728e937d0177c4b797bc493908735e,b7e44ef227ca11a971dddd504f416269ba57bfa319e72c8851cc81a321aeab24,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW814,WW814.png,0.780273,0.888672,0.499512,0.500326,1024x1536,RGBA,,True,applied,199,3944ad570b405cd03a1334435d9a67fe4297e9276f62e1c23e689e88de579d1c,4a40f084adafb2240d0a24be6a86c0f5ac1cc2015624e906dc03519b5ca8e0d8,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
